step,epoch,loss,learning_rate,grad_norm
,0.92,0.1546,0.00016357237482099684,0.8670207858085632
,0.92,0.0789,0.00016314596443560778,0.5814745426177979
,0.93,0.2415,0.0001627176358473537,0.6490318775177002
,0.93,0.1995,0.00016228740206769362,0.4209284484386444
,0.94,0.1243,0.00016185527616596095,0.4964512586593628
,0.94,0.1415,0.0001614212712689668,1.1157939434051514
,0.95,0.0293,0.00016098540056060093,0.34098419547080994
,0.95,0.021,0.00016054767728143147,0.3124085068702698
,0.96,0.1238,0.00016010811472830252,0.6037604212760925
,0.96,0.0906,0.00015966672625393043,0.47176700830459595
,0.97,0.0486,0.00015922352526649803,0.4434104561805725
,0.97,0.0189,0.00015877852522924732,0.3277127742767334
,0.98,0.1733,0.00015833173966007066,0.6869556903839111
,0.98,0.099,0.00015788318213109993,0.4942825436592102
,0.99,0.0633,0.00015743286626829437,0.5922151803970337
,0.99,0.0785,0.00015698080575102661,0.8141896724700928
,1.0,0.101,0.0001565270143116672,0.46026358008384705
,1.0,0.1925,0.0001560715057351673,0.9311942458152771
,1.01,0.032,0.00015561429385864005,0.34258365631103516
,1.01,0.0244,0.00015515539257094036,0.3918944001197815
,1.02,0.0393,0.00015469481581224272,0.43605920672416687
,1.02,0.1033,0.00015423257757361784,0.6746523976325989
,1.03,0.1384,0.00015376869189660783,0.3370307683944702
,1.03,0.0919,0.0001533031728727994,0.3483964204788208
,1.04,0.0482,0.0001528360346433959,0.2822144329547882
,1.04,0.0774,0.00015236729139878782,0.5111823081970215
,1.05,0.0371,0.00015189695737812152,0.43854522705078125
,1.05,0.0599,0.00015142504686886698,0.3381156027317047
,1.06,0.281,0.00015095157420638348,0.47487321496009827
,1.06,0.1231,0.0001504765537734844,0.38947197794914246
,1.07,0.0475,0.00015000000000000001,0.6577688455581665
,1.07,0.0648,0.0001495219273623395,0.4583760201931
,1.08,0.0829,0.00014904235038305083,0.34349700808525085
,1.08,0.0159,0.00014856128363037994,0.23293514549732208
,1.09,0.0218,0.00014807874171782795,0.1864699125289917
,1.09,0.051,0.00014759473930370736,0.6567297577857971
,1.1,0.0177,0.00014710929109069674,0.3577542304992676
,1.1,0.0092,0.00014662241182539402,0.14455492794513702
,1.11,0.0072,0.0001461341162978688,0.14312435686588287
,1.11,0.0153,0.00014564441934121266,0.19341450929641724
,1.12,0.0264,0.00014515333583108896,0.44083234667778015
,1.12,0.0188,0.00014466088068528068,0.2443387508392334
,1.13,0.019,0.0001441670688632374,0.27534928917884827
,1.13,0.035,0.00014367191536562087,0.3284701704978943
,1.14,0.0102,0.00014317543523384928,0.22483587265014648
,1.14,0.1198,0.00014267764354964038,0.31755632162094116
,1.15,0.1524,0.00014217855543455322,0.4211503863334656
,1.15,0.2091,0.00014167818604952906,0.3757851719856262
,1.16,0.022,0.0001411765505944305,0.32940226793289185
,1.16,0.0633,0.00014067366430758004,0.28505584597587585
,1.17,0.0717,0.00014016954246529696,0.2824728488922119
,1.17,0.0744,0.0001396642003814334,0.22018125653266907
,1.18,0.017,0.00013915765340690917,0.45606157183647156
,1.18,0.0251,0.00013864991692924523,0.4216814339160919
,1.19,0.0369,0.0001381410063720966,0.25441744923591614
,1.19,0.0345,0.00013763093719478358,0.21998494863510132
,1.2,0.088,0.00013711972489182208,0.3363247215747833
,1.2,0.2554,0.00013660738499245324,0.529565691947937
,1.21,0.0158,0.0001360939330601715,0.3003891408443451
,1.21,0.0663,0.00013557938469225167,0.3151935935020447
,1.22,0.4304,0.00013506375551927547,0.9802180528640747
,1.23,0.0985,0.00013454706120465644,0.37805527448654175
,1.23,0.2726,0.00013402931744416433,0.851848840713501
,1.24,0.0543,0.0001335105399654481,0.3656284809112549
,1.24,0.2303,0.0001329907445275583,0.4648507833480835
,1.25,0.0184,0.00013246994692046836,0.2789522409439087
,1.25,0.0398,0.0001319481629645948,0.2800203561782837
,1.26,0.1003,0.00013142540851031687,0.48395225405693054
,1.26,0.0933,0.00013090169943749476,0.44108420610427856
,1.27,0.1384,0.00013037705165498746,0.30732133984565735
,1.27,0.0964,0.00012985148110016947,0.23452912271022797
,1.28,0.1158,0.0001293250037384465,0.3091887831687927
,1.28,0.0536,0.00012879763556277062,0.2907674312591553
,1.29,0.0502,0.00012826939259315447,0.3374059498310089
,1.29,0.0184,0.00012774029087618446,0.31061747670173645
,1.3,0.0135,0.00012721034648453353,0.2577768862247467
,1.3,0.0137,0.00012667957551647262,0.2528476119041443
,1.31,0.0382,0.00012614799409538198,0.16669394075870514
,1.31,0.0427,0.00012561561836926113,0.3002082109451294
,1.32,0.0487,0.00012508246451023845,0.22721174359321594
,1.32,0.1067,0.00012454854871407994,0.5478823781013489
,1.33,0.1286,0.00012401388719969698,0.2901482880115509
,1.33,0.0461,0.0001234784962086541,0.4828675091266632
,1.34,0.0062,0.00012294239200467516,0.13827747106552124
,1.34,0.0499,0.0001224055908731496,0.254957377910614
,1.35,0.0744,0.0001218681091206376,0.24445053935050964
,1.35,0.0602,0.0001213299630743747,0.3361491858959198
,1.36,0.0777,0.00012079116908177593,0.371795117855072
,1.36,0.0603,0.00012025174350993922,0.2919899821281433
,1.37,0.0153,0.00011971170274514802,0.21746905148029327
,1.37,0.0189,0.00011917106319237386,0.37973859906196594
,1.38,0.344,0.00011862984127477763,0.4351983070373535
,1.38,0.1425,0.000118088053433211,0.39482811093330383
,1.39,0.0145,0.00011754571612571683,0.21360348165035248
,1.39,0.1028,0.00011700284582702932,0.19799116253852844
,1.4,0.0393,0.00011645945902807341,0.37372156977653503
,1.4,0.0174,0.00011591557223546395,0.25205710530281067
,1.41,0.008,0.00011537120197100426,0.1885460466146469
,1.41,0.2607,0.0001148263647711842,0.5695335865020752
,1.42,0.1354,0.00011428107718667787,0.35765546560287476
,1.42,0.0777,0.00011373535578184082,0.38739991188049316
,1.43,0.3311,0.00011318921713420691,0.40327736735343933
,1.43,0.0672,0.00011264267783398463,0.404428094625473
,1.44,0.3031,0.00011209575448355331,0.44967806339263916
,1.45,0.1543,0.00011154846369695863,0.3083122670650482
,1.45,0.0097,0.00011100082209940795,0.31169211864471436
,1.46,0.05,0.00011045284632676536,0.3356201648712158
,1.46,0.1835,0.0001099045530250463,0.7311321496963501
,1.47,0.1667,0.00010935595884991178,0.6204017400741577
,1.47,0.0064,0.00010880708046616268,0.1661536693572998
,1.48,0.0246,0.00010825793454723325,0.17830072343349457
,1.48,0.0148,0.00010770853777468475,0.33747634291648865
,1.49,0.21,0.00010715890683769872,0.6749060750007629
,1.49,0.0077,0.00010660905843256994,0.19857335090637207
,1.5,0.0453,0.00010605900926219939,0.3657165467739105
,1.5,0.0688,0.00010550877603558655,0.4249316453933716
,1.51,0.152,0.00010495837546732224,0.44984951615333557
,1.51,0.0091,0.00010440782427708056,0.17483209073543549
,1.52,0.0678,0.00010385713918911105,0.3405865430831909
,1.52,0.0326,0.00010330633693173082,0.23566903173923492
,1.53,0.0535,0.00010275543423681621,0.42780038714408875
,1.53,0.0132,0.00010220444783929456,0.33542752265930176
,1.54,0.0115,0.00010165339447663587,0.2414921671152115
,1.54,0.0121,0.00010110229088834437,0.2903766334056854
,1.55,0.1133,0.00010055115381545006,0.39738208055496216
,1.55,0.112,0.0001,0.2704988420009613
,1.56,0.0285,9.944884618454996e-05,0.18061675131320953
,1.56,0.1485,9.889770911165565e-05,0.4487517774105072
,1.57,0.0932,9.834660552336415e-05,0.2847176194190979
,1.57,0.0162,9.779555216070546e-05,0.2478073239326477
,1.58,0.1569,9.724456576318381e-05,0.45093846321105957
,1.58,0.048,9.669366306826919e-05,0.4054983854293823
,1.59,0.1858,9.614286081088895e-05,0.517767071723938
,1.59,0.0142,9.559217572291948e-05,0.36935919523239136
,1.6,0.0106,9.504162453267777e-05,0.14671625196933746
,1.6,0.0114,9.449122396441345e-05,0.24879977107048035
,1.61,0.0149,9.394099073780066e-05,0.5753709077835083
,1.61,0.0722,9.339094156743007e-05,0.3338860273361206
,1.62,0.0358,9.284109316230133e-05,0.4126332402229309
,1.62,0.0758,9.229146222531529e-05,0.27247703075408936
,1.63,0.1518,9.174206545276677e-05,0.3462992310523987
,1.63,0.0281,9.119291953383736e-05,0.285299152135849
,1.64,0.3213,9.064404115008823e-05,0.545052707195282
,1.64,0.0155,9.009544697495374e-05,0.2950395941734314
,1.65,0.0899,8.954715367323468e-05,0.23662163317203522
,1.65,0.0359,8.899917790059208e-05,0.23885025084018707
,1.66,0.0096,8.845153630304139e-05,0.17875806987285614
,1.66,0.0794,8.790424551644671e-05,0.4347662329673767
,1.67,0.0121,8.735732216601538e-05,0.26833727955818176
,1.68,0.0652,8.681078286579311e-05,0.3231181800365448
,1.68,0.1023,8.626464421815919e-05,0.7375308275222778
,1.69,0.1248,8.571892281332213e-05,0.3671358823776245
,1.69,0.1467,8.517363522881579e-05,0.3658488988876343
,1.7,0.0829,8.462879802899575e-05,0.4383592903614044
,1.7,0.0078,8.408442776453605e-05,0.14232677221298218
,1.71,0.0363,8.35405409719266e-05,0.39340874552726746
,1.71,0.1506,8.299715417297071e-05,0.2447379231452942
,1.72,0.2493,8.24542838742832e-05,0.43147215247154236
,1.72,0.1294,8.191194656678904e-05,0.5001744031906128
,1.73,0.0989,8.137015872522241e-05,0.5380123853683472
,1.73,0.0096,8.082893680762619e-05,0.2546808123588562
,1.74,0.0137,8.028829725485199e-05,0.3218093514442444
,1.74,0.1185,7.974825649006081e-05,0.328308641910553
,1.75,0.0069,7.920883091822408e-05,0.17798639833927155
,1.75,0.0749,7.867003692562534e-05,0.27006733417510986
,1.76,0.1128,7.813189087936243e-05,0.3149915039539337
,1.76,0.1588,7.759440912685042e-05,0.481393963098526
,1.77,0.0318,7.705760799532485e-05,0.21861092746257782
,1.77,0.0437,7.652150379134592e-05,0.2322801947593689
,1.78,0.0405,7.598611280030303e-05,0.2909530997276306
,1.78,0.024,7.54514512859201e-05,0.25396040081977844
,1.79,0.0358,7.491753548976153e-05,0.3291332721710205
,1.79,0.0781,7.438438163073884e-05,0.49198707938194275
,1.8,0.0534,7.385200590461803e-05,0.34605658054351807
,1.8,0.0146,7.332042448352738e-05,0.21723289787769318
,1.81,0.1706,7.278965351546648e-05,0.3382832407951355
,1.81,0.0205,7.225970912381556e-05,0.2268759161233902
,1.82,0.1038,7.173060740684558e-05,0.23794829845428467
,1.82,0.1517,7.12023644372294e-05,0.3193332552909851
,1.83,0.0781,7.067499626155354e-05,0.3352680504322052
,1.83,0.1285,7.014851889983057e-05,0.35246741771698
,1.84,0.231,6.962294834501255e-05,0.3517450988292694
,1.84,0.0539,6.909830056250527e-05,0.2826639711856842
,1.85,0.006,6.857459148968317e-05,0.13821840286254883
,1.85,0.0158,6.80518370354052e-05,0.26979559659957886
,1.86,0.1617,6.753005307953167e-05,0.2919574975967407
,1.86,0.1763,6.700925547244173e-05,0.46570515632629395
,1.87,0.077,6.648946003455194e-05,0.22638151049613953
,1.87,0.0803,6.59706825558357e-05,0.41447874903678894
,1.88,0.0202,6.545293879534358e-05,0.11305905133485794
,1.88,0.0192,6.493624448072457e-05,0.22233274579048157
,1.89,0.0599,6.442061530774834e-05,0.2404726892709732
,1.9,0.0816,6.390606693982855e-05,0.5486752986907959
,1.9,0.051,6.339261500754674e-05,0.2475060373544693
,1.91,0.0058,6.28802751081779e-05,0.236859530210495
,1.91,0.0406,6.236906280521646e-05,0.23544462025165558
,1.92,0.1792,6.185899362790339e-05,0.34578806161880493
,1.92,0.0041,6.135008307075481e-05,0.09672138839960098
,1.93,0.1361,6.084234659309088e-05,0.5100884437561035
,1.93,0.0113,6.0335799618566616e-05,0.30173513293266296
,1.94,0.0086,5.983045753470308e-05,0.19779714941978455
,1.94,0.0275,5.9326335692419995e-05,0.29692909121513367
,1.95,0.1951,5.8823449405569516e-05,0.4699505865573883
,1.95,0.0412,5.832181395047098e-05,0.3329962193965912
,1.96,0.2735,5.78214445654468e-05,0.5303066968917847
,1.96,0.0095,5.732235645035964e-05,0.1793368011713028
,1.97,0.0215,5.6824564766150726e-05,0.3334733843803406
,1.97,0.1114,5.632808463437915e-05,0.4410741925239563
,1.98,0.0067,5.58329311367626e-05,0.12858793139457703
,1.98,0.0126,5.533911931471936e-05,0.19620990753173828
,1.99,0.0401,5.484666416891109e-05,0.22686780989170074
,1.99,0.1277,5.435558065878734e-05,0.41059088706970215
,2.0,0.189,5.386588370213124e-05,0.4038918614387512
,2.0,0.0097,5.3377588174605985e-05,0.18945768475532532
,2.01,0.002,5.289070890930328e-05,0.0413711778819561
,2.01,0.0295,5.240526069629265e-05,0.17113423347473145
,2.02,0.0029,5.1921258282172024e-05,0.12282447516918182
,2.02,0.0068,5.14387163696201e-05,0.11173209547996521
,2.03,0.0424,5.095764961694922e-05,0.2267989069223404
,2.03,0.1515,5.0478072637660555e-05,0.4224070906639099
,2.04,0.0623,5.000000000000002e-05,0.22769923508167267
,2.04,0.0338,4.952344622651566e-05,0.13685424625873566
,2.05,0.0386,4.904842579361653e-05,0.2074427604675293
,2.05,0.0075,4.857495313113305e-05,0.11621581017971039
,2.06,0.0396,4.810304262187852e-05,0.23764660954475403
,2.06,0.0573,4.763270860121222e-05,0.166504368185997
,2.07,0.0863,4.7163965356604125e-05,0.2973414957523346
,2.07,0.0155,4.669682712720065e-05,0.07228141278028488
,2.08,0.1268,4.623130810339219e-05,0.23887242376804352
,2.08,0.0891,4.576742242638218e-05,0.317289263010025
,2.09,0.0413,4.530518418775733e-05,0.2032255083322525
,2.09,0.0583,4.484460742905964e-05,0.18986114859580994
,2.1,0.0044,4.438570614135994e-05,0.1323549449443817
,2.1,0.0304,4.392849426483274e-05,0.2993892431259155
,2.11,0.086,4.3472985688332815e-05,0.23788698017597198
,2.11,0.0376,4.301919424897338e-05,0.1826791763305664
,2.12,0.0182,4.256713373170564e-05,0.19220224022865295
,2.12,0.0063,4.21168178689001e-05,0.1580786556005478
,2.13,0.0052,4.1668260339929385e-05,0.10739803314208984
,2.13,0.0127,4.12214747707527e-05,0.2547979950904846
,2.14,0.0246,4.077647473350201e-05,0.1559276133775711
,2.14,0.126,4.033327374606961e-05,0.4221283793449402
,2.15,0.0618,3.9891885271697496e-05,0.24213501811027527
,2.15,0.0482,3.945232271856857e-05,0.2576717138290405
,2.16,0.0881,3.90145994393991e-05,0.2657354772090912
,2.16,0.0261,3.857872873103322e-05,0.17533378303050995
,2.17,0.0748,3.814472383403907e-05,0.4065523147583008
,2.17,0.1452,3.7712597932306424e-05,0.3222280442714691
,2.18,0.0018,3.7282364152646297e-05,0.03196537867188454
,2.18,0.0057,3.6854035564392255e-05,0.1296963095664978
,2.19,0.041,3.642762517900322e-05,0.18201616406440735
,2.19,0.0724,3.600314594966834e-05,0.2412768453359604
,2.2,0.1157,3.558061077091359e-05,0.2670654058456421
,2.2,0.0126,3.516003247820985e-05,0.15596827864646912
,2.21,0.0368,3.4741423847583134e-05,0.1538301706314087
,2.21,0.0044,3.4324797595226565e-05,0.13700318336486816
,2.22,0.0338,3.3910166377113894e-05,0.2794799208641052
,2.23,0.0396,3.349754278861517e-05,0.2427176833152771
,2.23,0.1166,3.308693936411421e-05,0.3213875889778137
,2.24,0.0647,3.267836857662754e-05,0.47425076365470886
,2.24,0.1427,3.227184283742591e-05,0.5769326090812683
,2.25,0.0047,3.186737449565692e-05,0.09962605684995651
,2.25,0.0175,3.1464975837970036e-05,0.24622900784015656
,2.26,0.0111,3.106465908814342e-05,0.17579607665538788
,2.26,0.1084,3.0666436406712485e-05,0.38078993558883667
,2.27,0.0772,3.0270319890600462e-05,0.27851536870002747
,2.27,0.0803,2.9876321572751144e-05,0.5059329867362976
,2.28,0.0207,2.9484453421763116e-05,0.13878551125526428
,2.28,0.0374,2.9094727341526275e-05,0.1465020775794983
,2.29,0.0305,2.87071551708603e-05,0.13513140380382538
,2.29,0.0316,2.8321748683154893e-05,0.13517247140407562
,2.3,0.0715,2.7938519586012157e-05,0.22563719749450684
,2.3,0.0419,2.7557479520891104e-05,0.26759669184684753
,2.31,0.0713,2.7178640062753802e-05,0.2768195569515228
,2.31,0.0466,2.680201271971383e-05,0.21224120259284973
,2.32,0.1671,2.6427608932686843e-05,0.3122195899486542
,2.32,0.0152,2.6055440075042793e-05,0.23178333044052124
,2.33,0.0339,2.5685517452260567e-05,0.20073473453521729
,2.33,0.0038,2.5317852301584643e-05,0.11100690066814423
,2.34,0.1571,2.4952455791683426e-05,0.32434096932411194
,2.34,0.0385,2.4589339022310386e-05,0.21124011278152466
,2.35,0.0196,2.422851302396655e-05,0.3649754226207733
,2.35,0.1804,2.3869988757565543e-05,0.3447405695915222
,2.36,0.0506,2.351377711410071e-05,0.27340152859687805
,2.36,0.0022,2.315988891431412e-05,0.05768337473273277
,2.37,0.0023,2.2808334908367914e-05,0.03873232379555702
,2.37,0.22,2.2459125775517852e-05,0.35903093218803406
,2.38,0.0486,2.2112272123788768e-05,0.21596062183380127
,2.38,0.0059,2.1767784489652343e-05,0.13554808497428894
,2.39,0.0085,2.1425673337707164e-05,0.15918481349945068
,2.39,0.0382,2.1085949060360654e-05,0.14977197349071503
,2.4,0.0996,2.0748621977513495e-05,0.3613935112953186
,2.4,0.0537,2.0413702336246154e-05,0.19951744377613068
,2.41,0.0125,2.008120031050753e-05,0.20752644538879395
,2.41,0.0054,1.9751126000805897e-05,0.36761772632598877
,2.42,0.023,1.9423489433902186e-05,0.14654111862182617
,2.42,0.0373,1.9098300562505266e-05,0.1649458110332489
,2.43,0.1907,1.8775569264969652e-05,0.33175140619277954
,2.43,0.002,1.8455305344995523e-05,0.05319763720035553
